"predict","CLASS-1042","CLASS-110","CLASS-123","CLASS-177","CLASS-230","CLASS-278","CLASS-322","CLASS-323","CLASS-368","CLASS-453","CLASS-489","CLASS-49","CLASS-50","CLASS-51","CLASS-522","CLASS-559","CLASS-571","CLASS-606","CLASS-629","CLASS-651","CLASS-668","CLASS-671","CLASS-720","CLASS-74","CLASS-75","CLASS-758","CLASS-764","CLASS-765","CLASS-783","CLASS-784","CLASS-804","CLASS-816","CLASS-839","CLASS-913","CLASS-942","CLASS-947","CLASS-95","CLASS-953"
"CLASS-765",1.3492512254442664E-6,1.3479113428572921E-6,1.347643690719607E-6,1.3471922548941221E-6,1.3469308069222862E-6,1.3495939556269845E-6,1.3479145766176865E-6,1.347027260763978E-6,1.5898049980164586E-6,1.3477790565709261E-6,1.346780685457392E-6,1.3474564642318785E-6,1.5446945297185746E-6,2.9373275482104477E-6,1.3479466334447178E-6,1.3482335217516122E-6,1.347235014745368E-6,1.3478279406306418E-6,1.3460704043828107E-6,1.3436885592770207E-6,1.9966635397127865E-6,1.7155748611038186E-6,1.3471644316071166E-6,1.347776325221369E-6,1.346585672960791E-6,1.4694527549606258E-6,1.3460704043828107E-6,0.9999467825770749,1.348237429309934E-6,1.3468060222982782E-6,1.3471534008165424E-6,1.3460980546364392E-6,1.3460704043828107E-6,1.346687038609717E-6,1.3470098481819979E-6,1.3474912610093025E-6,1.3452872064836635E-6,1.5489837994940492E-6
"CLASS-765",2.595382785413248E-6,2.5923411402750734E-6,2.591826384129219E-6,2.5909581700075703E-6,2.5908019076849948E-6,2.595577188646608E-6,2.5923473595343394E-6,2.590798433151208E-6,4.4377456692144775E-6,2.5920867235552665E-6,2.5908005564768573E-6,2.585500564117336E-6,2.9708001195826982E-6,5.650184471016877E-6,2.5924090121289112E-6,2.592960763818343E-6,2.5910404069604114E-6,2.5921539707303063E-6,2.5888005954392415E-6,3.7320414301617945E-6,3.84178147986261E-6,3.0595262454916805E-6,2.590904659476671E-6,2.5920814705467043E-6,2.5913898272868663E-6,2.826093014619199E-6,2.5888005954392415E-6,0.9998954462668201,2.5923424729722317E-6,2.590215356577572E-6,2.590883444748887E-6,2.5888537731874664E-6,2.5888005954392415E-6,2.589986523789338E-6,2.5906361004062636E-6,2.5915332270079316E-6,2.587294327133321E-6,2.8960524139148555E-6
"CLASS-765",2.0161824893051993E-6,2.0138196348928426E-6,2.013419754638813E-6,2.0127452960892406E-6,2.0126239061500435E-6,2.01633350841389E-6,2.013824466227048E-6,2.012621207012861E-6,3.4473932556486396E-6,2.0136219952466432E-6,2.0126228564851533E-6,2.0100155903466426E-6,2.307819568655544E-6,4.38925735958233E-6,2.0138723600800455E-6,2.014300979742983E-6,2.0128091805787364E-6,2.0136742351619003E-6,2.011069218060025E-6,2.8991779644772753E-6,2.9832950648611917E-6,2.5532376923837007E-6,2.0127037272709534E-6,2.0136179145291708E-6,2.013080622289595E-6,2.1954061193773863E-6,2.011069218060025E-6,0.9999186021845922,2.013820670177768E-6,2.0121682531039825E-6,2.012687246941765E-6,2.0111105283613012E-6,2.011069218060025E-6,2.01199048793454E-6,2.012495101361071E-6,2.0131920201181576E-6,2.0099137126757487E-6,2.249752983591389E-6
"CLASS-765",1.1426978182321582E-6,1.1415630548315776E-6,1.141336376872714E-6,1.1409540501991298E-6,1.1407326266262887E-6,1.142988080730831E-6,1.1415657935438929E-6,1.1408143145969075E-6,1.3464258311492853E-6,1.141451019913275E-6,1.1406054868711644E-6,1.1411778124074698E-6,1.3082212086658408E-6,2.4876596125885375E-6,1.1415929428735487E-6,1.1418359121858473E-6,1.1409902640544928E-6,1.141492420437751E-6,1.1400039409033344E-6,1.1379867263517174E-6,1.582386052668555E-6,1.4529419086884862E-6,1.1409304863077226E-6,1.1414487066990115E-6,1.140440328337163E-6,6.965283723708023E-5,1.1400039409033344E-6,0.9998864701382019,1.1418392215460947E-6,1.140626944960107E-6,1.1409211441925668E-6,1.1400273582506E-6,1.1400039409033344E-6,1.1405261761790526E-6,1.140799567662413E-6,1.141207282235545E-6,1.1393406407604682E-6,1.4714855666944105E-6
"CLASS-765",1.1426978182321582E-6,1.1415630548315776E-6,1.141336376872714E-6,1.1409540501991298E-6,1.1407326266262887E-6,1.142988080730831E-6,1.1415657935438929E-6,1.1408143145969075E-6,1.3464258311492853E-6,1.141451019913275E-6,1.1406054868711644E-6,1.1411778124074698E-6,1.3082212086658408E-6,2.4876596125885375E-6,1.1415929428735487E-6,1.1418359121858473E-6,1.1409902640544928E-6,1.141492420437751E-6,1.1400039409033344E-6,1.1379867263517174E-6,1.582386052668555E-6,1.4529419086884862E-6,1.1409304863077226E-6,1.1414487066990115E-6,1.140440328337163E-6,6.965283723708023E-5,1.1400039409033344E-6,0.9998864701382019,1.1418392215460947E-6,1.140626944960107E-6,1.1409211441925668E-6,1.1400273582506E-6,1.1400039409033344E-6,1.1405261761790526E-6,1.140799567662413E-6,1.141207282235545E-6,1.1393406407604682E-6,1.4714855666944105E-6
"CLASS-765",2.0161824830057534E-6,2.013819628600779E-6,2.013419748347999E-6,2.012745289800534E-6,2.0126238998617163E-6,2.0163335021139724E-6,2.0138244599349698E-6,2.012621200724542E-6,3.4473932448774582E-6,2.013621988955197E-6,2.012622850196829E-6,2.013140026407844E-6,2.307819561444895E-6,4.389257345868348E-6,2.0138723537878176E-6,2.0143009734494157E-6,2.01280917428983E-6,2.013674228870291E-6,2.0110692117765555E-6,2.899177955418961E-6,2.9832950555400583E-6,2.5532376844062568E-6,2.0127037209823767E-6,2.0136179082377374E-6,2.0130806159998406E-6,2.1954061125179665E-6,2.0110692117765555E-6,0.999918599060404,2.0138206638857015E-6,2.0121682468170787E-6,2.01268724065324E-6,2.0111105220777025E-6,2.0110692117765555E-6,2.0119904816481916E-6,2.0124950950731463E-6,2.013192013828055E-6,2.009913706395889E-6,2.2497529765621653E-6
"CLASS-765",2.0161824987924668E-6,2.013819644368991E-6,2.01341976411308E-6,2.012745305560334E-6,2.0126239156205656E-6,2.0163335179018677E-6,2.0138244757032195E-6,2.0126212164833703E-6,3.4473932718705547E-6,2.0136220047218617E-6,2.0126228659556703E-6,2.0131400421707343E-6,2.307819579515127E-6,4.389257380236242E-6,2.013872369556442E-6,2.0143009892213966E-6,2.01280919005013E-6,2.013674244637365E-6,2.0110692275232313E-6,2.8991779781195304E-6,2.9754650769776087E-6,2.553237704398113E-6,2.012703736741851E-6,2.01361792400437E-6,2.013080631762266E-6,2.195406129708001E-6,2.0110692275232313E-6,0.9999186068897689,2.0138206796539215E-6,2.0121682625723603E-6,2.0126872564125853E-6,2.011110537824702E-6,2.0110692275232313E-6,2.0119904974020816E-6,2.012495110830987E-6,2.013192029591353E-6,2.009913722133518E-6,2.249752994177736E-6
"CLASS-765",2.011587393396857E-6,2.0092299241828637E-6,2.0088309552987768E-6,2.0081580339125008E-6,2.0080369206339806E-6,2.011738068316819E-6,2.0092347445059413E-6,2.008034227648421E-6,3.439536277062868E-6,2.0090327349785934E-6,2.0080358733613897E-6,2.00855187087402E-6,2.3025598005971596E-6,4.379253771791708E-6,2.009282529203716E-6,2.009710171996519E-6,2.0082217728024005E-6,2.0090848558334865E-6,2.0064857758446904E-6,2.892570427276257E-6,3.5841603084415654E-6,2.37087340083856E-6,2.0081165598340042E-6,2.0090286635615134E-6,2.0084925958685174E-6,2.1904025536139634E-6,2.0064857758446904E-6,0.999918596981633,2.009230957108264E-6,2.0075823060700306E-6,2.008100117065252E-6,2.0065269919953636E-6,2.0064857758446904E-6,2.007404946046455E-6,2.007893643856863E-6,2.008603739809493E-6,2.0053329039809863E-6,2.001120998080237E-6
"CLASS-765",2.003959951961547E-6,2.0016114216872316E-6,2.00121396559439E-6,2.0005435957594315E-6,2.0004229417124822E-6,2.0041100555595116E-6,2.001616223732837E-6,2.000420258938057E-6,4.22055951962686E-6,2.0014149801756104E-6,1.9999324264197406E-6,2.000935939388686E-6,2.2938290638228074E-6,4.362194599589672E-6,2.001663827242867E-6,2.0020898485200607E-6,2.000607092967239E-6,2.001466903401124E-6,1.9988776784802535E-6,2.8816025162603194E-6,4.121899340431213E-5,2.5377594094366376E-6,2.000502278940374E-6,2.001410924196336E-6,2.0001541903024115E-6,2.1820970893560916E-6,1.9988776784802535E-6,0.9998800463770718,2.001612450696034E-6,1.999970050934421E-6,2.0004858985185303E-6,1.9989187383494863E-6,1.9988776784802535E-6,1.9997933634161503E-6,2.000280208205436E-6,2.000987611649995E-6,1.9977146510536484E-6,2.236114491043319E-6
"CLASS-765",1.1400634353858086E-6,1.138931288076017E-6,7.689742358488387E-6,1.1383236874467377E-6,1.1381027743452151E-6,1.1403530287114634E-6,1.1389340204744873E-6,1.1381842739918648E-6,1.3433217724411402E-6,1.1388195114437304E-6,1.1379759276988938E-6,1.1385469337922537E-6,1.305205227138308E-6,2.481924546233813E-6,1.1389611072139053E-6,1.1392035163832001E-6,1.1383598178144472E-6,1.1388608165231733E-6,1.137375768538979E-6,1.1353632044866694E-6,2.1945831365710226E-5,1.3642319768608118E-6,1.1383001778796762E-6,1.138817203562366E-6,1.1378111499224314E-6,6.949225914137613E-5,1.137375768538979E-6,0.9998601086080459,1.1392068181140271E-6,1.1379973363182214E-6,1.138290857301892E-6,1.1373991318997426E-6,1.137375768538979E-6,1.1378967998501584E-6,1.1381611913020866E-6,1.0883407640430632E-6,1.1367139975724974E-6,1.3088294889090647E-6
"CLASS-765",3.866263205578018E-6,3.861732158848324E-6,3.860965342193089E-6,3.859671989886077E-6,3.859439210632247E-6,3.866552802192593E-6,3.8617414234906725E-6,3.859434034724396E-6,6.6107754482409565E-6,3.861353161958847E-6,3.859437197778369E-6,3.860428943005946E-6,4.4255110490919446E-6,8.416908845892098E-6,3.8618332654953515E-6,3.862655193292459E-6,3.859794495786439E-6,3.86145333804077E-6,3.856457916334498E-6,5.559509196185814E-6,7.952428261556044E-5,4.896128697437433E-6,3.859592276867292E-6,3.861345336710935E-6,3.860315016674165E-6,4.209945253306254E-6,3.856457916334498E-6,0.9997701008385764,3.861734144126955E-6,3.858565443195103E-6,3.859560673929218E-6,3.856537133617002E-6,3.856457916334498E-6,3.858224557914384E-6,3.859163833219661E-6,3.860528634899716E-6,3.854242101062432E-6,4.314161653638919E-6
"CLASS-765",3.866263002954626E-6,3.8617319564623945E-6,3.860965139847347E-6,3.859671787608118E-6,3.859439008366487E-6,3.866552599554024E-6,3.861741221104258E-6,3.859433832458908E-6,6.610775101782975E-6,3.86135295959278E-6,3.8594369955127144E-6,3.860428740688317E-6,4.425510817159452E-6,8.41690840477815E-6,3.861833063104124E-6,3.862654990858156E-6,3.859794293502059E-6,3.861453135669454E-6,3.856457714224982E-6,5.559508904822668E-6,7.957668651765178E-5,4.896128440840778E-6,3.85959207459351E-6,3.861345134345278E-6,3.860314814362505E-6,4.209945032671148E-6,3.856457714224982E-6,0.9997700484425551,3.861733941740923E-6,3.8585652409751356E-6,3.859560471657092E-6,3.856536931503334E-6,3.856457714224982E-6,3.858224355712281E-6,3.859163630968333E-6,3.860528432576861E-6,3.8542418990690424E-6,4.314161427542034E-6
"CLASS-765",2.1912665170381454E-6,2.1890904657630153E-6,2.1886557823204785E-6,2.1879226229278305E-6,2.187498015430111E-6,2.1918231318179633E-6,2.1890957175876888E-6,2.1876546623686147E-6,2.581940557160726E-6,2.18887562474267E-6,2.1872542089889467E-6,2.1883517150527045E-6,2.508678397464324E-6,4.770399599858044E-6,2.189147779835543E-6,2.1896137039934553E-6,2.187992067541659E-6,2.1889550154456407E-6,2.1861006690795033E-6,2.1822324069422052E-6,4.222736808988035E-5,2.7861985075250544E-6,2.187877436207923E-6,2.188871188863926E-6,2.186937496766533E-6,1.3356805939338263E-4,2.1861006690795033E-6,0.999743099309732,2.1896200501071754E-6,2.1872953575682733E-6,2.1878595215293328E-6,2.186145574782623E-6,2.1861006690795033E-6,2.1871021207804158E-6,2.187610296131032E-6,2.1884082271475853E-6,2.1848287077870083E-6,2.821758299662097E-6
"CLASS-629",1.0321528593608255E-6,1.0309432332724608E-6,1.0307385208767387E-6,1.0303932424487423E-6,1.0303310987819339E-6,1.0323389236397965E-6,1.0309457065978872E-6,1.0303297170011797E-6,1.2511477842509836E-6,1.0308420547695079E-6,1.0303305614225315E-6,1.0315204086184701E-6,1.0298061938786023E-6,1.0305626883854632E-6,1.0309702251013357E-6,1.0313396786056388E-6,1.0304259471066051E-6,1.0308687981710558E-6,0.9645615493315871,1.4841884808067807E-6,1.0292402763618932E-6,2.3457280230881164E-6,1.0303719619471592E-6,1.8340267869097395E-6,1.030564907413769E-6,1.1239035730116434E-6,1.0325425999112473E-6,0.03539722852358198,1.030943763270267E-6,1.0300978343840615E-6,1.0303635251022875E-6,1.029556348867068E-6,2.141648894919275E-6,1.0300068303063516E-6,1.029139364669906E-6,1.030621935776969E-6,1.031486393484101E-6,1.1517256882732125E-6
"CLASS-629",1.084543219242231E-6,1.0832721945484985E-6,1.0830570912925594E-6,1.082694287106689E-6,1.0826289891308664E-6,1.0846250775599197E-6,1.0832747934158036E-6,1.0826275372132226E-6,1.8544189324665657E-6,1.0831658803932689E-6,1.0826284244959958E-6,1.0838786663536687E-6,1.0820774409289771E-6,1.0828723338369113E-6,1.0833005564376466E-6,1.0836887627864286E-6,1.0827286517985088E-6,1.0831939812453329E-6,0.9999367332962883,1.559523415875852E-6,1.0814827983817698E-6,1.3735107652136332E-6,1.0826719264422925E-6,1.083163685297097E-6,1.0828746654993979E-6,1.180951046288558E-6,1.0847932256793948E-6,2.251495525701771E-5,1.0832727514481103E-6,1.0823838846207074E-6,1.082663061357229E-6,1.081814914200825E-6,1.0848008069402046E-6,1.0822882613275981E-6,1.0813767645803865E-6,1.0829345885273214E-6,1.0823797072755932E-6,1.2101853657774333E-6
"CLASS-629",1.088577496742935E-6,1.0873017440990077E-6,1.0870858407032398E-6,1.0867216869604886E-6,1.0866561460896386E-6,1.0886596595567136E-6,1.0873043526335642E-6,1.0866546887711605E-6,1.8613169891261765E-6,1.0871950344770076E-6,1.0866555793544427E-6,1.0879104718544387E-6,1.0861025462419857E-6,1.0869003959878928E-6,1.0873302114885448E-6,1.0877198618850242E-6,1.0867561794818873E-6,1.087223239858456E-6,0.9999578101499351,1.5653245219238755E-6,1.0855056917469217E-6,1.3786199424956118E-6,1.0866992431190238E-6,1.0871928312155297E-6,1.0869027363236838E-6,1.1853439410583982E-6,1.0888284331525762E-6,1.2865134951243063E-6,1.0873023030701715E-6,1.0864101298411614E-6,1.0866903450576687E-6,1.085839042968451E-6,1.0888360426141158E-6,1.086314150849088E-6,1.0853992635216266E-6,1.0869628822529348E-6,1.0864059369571835E-6,1.2146870061973037E-6
"CLASS-629",1.088577497544625E-6,1.0873017448997581E-6,1.0870858415038312E-6,1.0867216877608117E-6,1.0866561468899136E-6,1.088659660358464E-6,1.0873043534343165E-6,1.0866546895714342E-6,1.8613169904969556E-6,1.0871950352776795E-6,1.086389692508249E-6,1.0879104726556375E-6,1.086102547041853E-6,1.0869003967883476E-6,1.087330212289316E-6,1.0877198626860823E-6,1.0867561802822358E-6,1.0872232406591487E-6,0.9999578108863605,1.565324523076669E-6,1.0855056925463495E-6,1.3785419540731658E-6,1.0866992439193304E-6,1.0871928320162E-6,1.0865101575765292E-6,1.1853439419313525E-6,1.0888284339544509E-6,1.2865134960717675E-6,1.0873023038709224E-6,1.0864101306412552E-6,1.086690345857969E-6,1.0858390437681243E-6,1.0888360434159961E-6,1.086314151649111E-6,1.0853992643209758E-6,1.0869628830534356E-6,1.086405937757274E-6,1.214687007091868E-6
"CLASS-629",1.0890386865905099E-6,1.087762393457578E-6,1.0875463985915618E-6,1.0871820905703973E-6,1.0871165219323148E-6,1.0891208842136205E-6,1.0877650030972739E-6,1.0871150639964248E-6,1.8621055599914316E-6,1.0876556386266752E-6,1.0871159549570142E-6,1.0892909385735549E-6,1.0865626875449712E-6,1.0873608753101778E-6,1.0877908729076908E-6,1.0881806883845687E-6,1.087216597704996E-6,1.0876838559576963E-6,0.9999578922782039,1.5659876917761198E-6,1.0859655801848293E-6,1.4101110864022782E-6,1.0871596372203105E-6,1.0876534344317573E-6,1.087363216637482E-6,1.1858461272538103E-6,1.0892897293125865E-6,1.287058543101593E-6,1.0877629526655573E-6,1.0868704014558922E-6,1.0871507353891772E-6,1.0862990726348881E-6,1.089297341997972E-6,1.086774381801085E-6,1.0858591068698486E-6,1.087423388048329E-6,1.0868662067955447E-6,1.0833724496480077E-6
"CLASS-629",1.0885778181262122E-6,1.0873020651056412E-6,1.0870861616461318E-6,1.0867220077958705E-6,1.0866564669056707E-6,1.0886599809642476E-6,1.087304673640968E-6,1.0866550095867622E-6,1.8613175386471388E-6,1.087195355452137E-6,1.0863900124455364E-6,1.0879107930407883E-6,1.0861028668945772E-6,1.0869007168760355E-6,1.0873305325035829E-6,1.0877201830150995E-6,1.0867565003274524E-6,1.0872235608419127E-6,0.9999581053698151,1.0838957273434036E-6,1.0855060122233027E-6,1.3786203495087975E-6,1.0866995639477796E-6,1.0871931521900088E-6,1.0865104775492931E-6,1.1853442910102586E-6,1.0888287546099378E-6,1.2865138749446904E-6,1.08730262407697E-6,1.0864104505845617E-6,1.0866906658837976E-6,1.085839363543248E-6,1.0888363640737239E-6,1.086314471564152E-6,1.0853995839665862E-6,1.0869632031595253E-6,1.0864062576993458E-6,1.4015427529774925E-6
"CLASS-629",1.0890365135126646E-6,1.08776022292646E-6,1.0875442284914418E-6,1.0871799211972207E-6,1.0871143526899747E-6,1.0891187109717573E-6,1.0877628325609483E-6,1.0871128947569939E-6,1.862101844328813E-6,1.0876534683085766E-6,1.0871137857158054E-6,1.0883692073620528E-6,1.0865605194077574E-6,1.0873587055802525E-6,1.0877887023197444E-6,1.088178517018781E-6,1.0872144282629637E-6,1.0876816855832926E-6,0.9999558969529977,1.5659845669898281E-6,1.085963413239089E-6,1.3792012604767224E-6,1.0871574678919377E-6,1.087651264118057E-6,1.087361046902885E-6,1.1858437610055046E-6,1.089287555733808E-6,1.2870559748930985E-6,1.0877607821333232E-6,1.086868232704663E-6,1.087148566078567E-6,1.0862969050236938E-6,3.1165309667895305E-6,1.0867722132414544E-6,1.085856940136566E-6,1.0874212181936652E-6,1.0868640380526858E-6,1.0833702878766238E-6
"CLASS-629",1.3253577646656207E-6,1.0873025526821784E-6,1.087086649125852E-6,1.0867224951122938E-6,1.0866569541927038E-6,1.0886604691497123E-6,1.0873051612186748E-6,1.086655496873142E-6,1.3281699325153802E-6,1.0871958429808228E-6,1.086390499613084E-6,1.0879112808902963E-6,1.0861033539333607E-6,1.086901204272597E-6,1.0873310200928857E-6,1.0877206707791325E-6,1.0867569876593434E-6,1.0872240483832466E-6,0.9999585537788874,1.0838962133924442E-6,1.0855064989944396E-6,1.3786062487014803E-6,1.0867000512541385E-6,1.0871936397177065E-6,1.0865109647708606E-6,1.1853448225516614E-6,1.0888292428710851E-6,1.2865144518533532E-6,1.0873031116537581E-6,1.086410937761274E-6,1.0866911531861663E-6,1.085839850463869E-6,1.0888368523382835E-6,1.0863149586978248E-6,1.085400070689998E-6,1.0869636905841075E-6,1.086406744874178E-6,1.2494992242702982E-6
"CLASS-629",1.3252177137428022E-6,1.087302175384857E-6,1.0870862719034496E-6,1.086722118016254E-6,1.086656577119407E-6,1.0886600913811896E-6,1.0873047839204483E-6,1.0866551198003507E-6,1.2824273954967572E-6,1.0871954657205297E-6,1.0863901226322477E-6,1.0879109033817442E-6,1.0861029770521647E-6,1.0869008271145445E-6,1.0873306427856859E-6,1.0877202933367227E-6,1.0867566105513344E-6,1.3227327577191547E-6,0.9999582067902015,1.0838958372771328E-6,1.0854870679821815E-6,1.3839563681685997E-6,1.086699674165887E-6,1.087193262458178E-6,1.0865105877482224E-6,1.1853444112333713E-6,1.0888288650439975E-6,1.2865140054288915E-6,1.0873027343562425E-6,1.0864105607733456E-6,1.0866907761010022E-6,1.0858394736741099E-6,1.0888364745085552E-6,1.0863145817432015E-6,1.0853996940528436E-6,1.0869633134043722E-6,1.0864063678877045E-6,1.4015428951284554E-6
"CLASS-629",1.3210656965654657E-6,1.0838955673518243E-6,1.0836803403139584E-6,1.0833173273511402E-6,1.0832519917993671E-6,1.085249228884544E-6,1.0838981677146569E-6,1.0832505390462125E-6,1.2784094439408947E-6,1.0837891920177395E-6,1.0829863721362492E-6,1.084502388153333E-6,1.0827001262071208E-6,1.083495476538981E-6,1.0839239455619217E-6,1.0843123753054158E-6,1.083351711818243E-6,1.318588526115455E-6,0.9999583377317999,1.0804999015843418E-6,1.0820861468314146E-6,1.379620317907778E-6,1.0832949538192205E-6,1.0837869956583918E-6,1.0831064598250093E-6,1.1816306287314752E-6,1.0854174737654471E-6,1.2824832501846543E-6,1.0838961245719063E-6,1.0830067462429536E-6,1.0832860836327123E-6,1.0824374484070373E-6,1.0854250593889204E-6,1.0829110679230834E-6,1.081999046651855E-6,1.0835577670540724E-6,1.0830025664939714E-6,1.3971517448178307E-6
"CLASS-629",1.322554877461044E-6,1.085117396497717E-6,1.0849019268436103E-6,1.0845385046717946E-6,1.0844730954700468E-6,1.0864725839552252E-6,1.0851199997918272E-6,1.0844716410792654E-6,1.2798505402660763E-6,1.0850109012512645E-6,1.0842071763852358E-6,1.0857249013423786E-6,1.0839206077833058E-6,1.0847168546796007E-6,1.0851458066973577E-6,1.0855346743010995E-6,1.084572927899038E-6,1.320074914602663E-6,0.9999582907677049,1.08171790294135E-6,1.0833059362948918E-6,1.3811755049252908E-6,1.0845161059191487E-6,1.0850087024160548E-6,1.0843273994437143E-6,1.1829626304347305E-6,1.0866410184913916E-6,1.2839289387374943E-6,1.0851179543459292E-6,1.0842275734587995E-6,1.0845072257336587E-6,1.0836576338777653E-6,1.086648612665814E-6,1.0841317872848488E-6,1.0832187379310224E-6,1.0847792154121273E-6,1.084223388998165E-6,1.398726694263582E-6
"CLASS-629",1.3210656965654657E-6,1.0838955673518243E-6,1.0836803403139584E-6,1.0833173273511402E-6,1.0832519917993671E-6,1.085249228884544E-6,1.0838981677146569E-6,1.0832505390462125E-6,1.2784094439408947E-6,1.0837891920177395E-6,1.0829863721362492E-6,1.084502388153333E-6,1.0827001262071208E-6,1.083495476538981E-6,1.0839239455619217E-6,1.0843123753054158E-6,1.083351711818243E-6,1.318588526115455E-6,0.9999583377317999,1.0804999015843418E-6,1.0820861468314146E-6,1.379620317907778E-6,1.0832949538192205E-6,1.0837869956583918E-6,1.0831064598250093E-6,1.1816306287314752E-6,1.0854174737654471E-6,1.2824832501846543E-6,1.0838961245719063E-6,1.0830067462429536E-6,1.0832860836327123E-6,1.0824374484070373E-6,1.0854250593889204E-6,1.0829110679230834E-6,1.081999046651855E-6,1.0835577670540724E-6,1.0830025664939714E-6,1.3971517448178307E-6
"CLASS-629",1.0876184512595344E-6,1.0863438225638925E-6,1.0861281093807437E-6,1.085764276460353E-6,1.0856987933315346E-6,1.0877005416872166E-6,1.0863464288003093E-6,1.0856973372969655E-6,1.8596771539679636E-6,1.086237206953923E-6,1.0856982270956369E-6,1.0869520140253012E-6,1.0851456812097764E-6,1.0859428280436745E-6,1.0863722648734316E-6,1.0867615719847943E-6,1.0857987385935644E-6,1.086265387486205E-6,0.9999578473195304,1.5639454584972487E-6,1.0845493525482976E-6,1.3774053672971233E-6,1.0857418523920922E-6,1.0862350056335363E-6,1.0859451663176107E-6,1.1842996435634106E-6,1.0878691665921912E-6,1.2853800664428165E-6,1.0863443810425982E-6,1.0854529938253405E-6,1.0857329621700001E-6,1.0848824100847337E-6,1.087876769349734E-6,1.085357099391527E-6,1.08444301808712E-6,1.086005259257817E-6,1.0854488046353268E-6,1.2136168572271803E-6
"CLASS-629",1.084189100606453E-6,1.082918490920184E-6,1.0827034578984874E-6,1.0823407721732935E-6,1.0822754955181795E-6,1.084270932196248E-6,1.0829210889389221E-6,1.0822740440746074E-6,1.8538134385674983E-6,1.0828122114780232E-6,1.0822749310676701E-6,1.083524764703768E-6,1.0817241274045464E-6,1.0825187607687507E-6,1.0829468435487757E-6,1.0833349231427174E-6,1.0823751256445574E-6,1.0828403031547633E-6,0.9999579802304078,1.5590142095162566E-6,1.0811296790165056E-6,1.3730622946042795E-6,1.0823184188099686E-6,1.0828100170985811E-6,1.0825210916699166E-6,1.1805654491394423E-6,1.0844390254129937E-6,1.2813271571112316E-6,1.0829190476379602E-6,1.082030471038095E-6,1.08230955661948E-6,1.081461686395068E-6,1.0844466041984152E-6,1.081934878967338E-6,1.0810236798366516E-6,1.0825809951321276E-6,1.0820262950569428E-6,1.2097902232112685E-6
"CLASS-629",1.0876187720767783E-6,1.0863441430051563E-6,1.086128429758378E-6,1.0857645967306669E-6,1.0856991135825328E-6,1.0877008625286747E-6,1.0863467492423418E-6,1.085697657547534E-6,1.8596777025210876E-6,1.0862375273637381E-6,1.0854328938709788E-6,1.0869523346459645E-6,1.0851460012976216E-6,1.0859431483666559E-6,1.0863725853230851E-6,1.0867618925492826E-6,1.0857990588740436E-6,1.0862657079043327E-6,0.9999581422793301,1.0829408062546237E-6,1.0845496724602425E-6,1.3774057735934612E-6,1.0857421726557915E-6,1.0862353260427022E-6,1.085553252843984E-6,1.1842999928989218E-6,1.087869487483389E-6,1.2853804455942456E-6,1.0863447014840267E-6,1.0854533140038346E-6,1.0857332824310772E-6,1.0848827300949213E-6,1.0878770902431746E-6,1.0853574195417348E-6,1.0844433379676993E-6,1.0860055795992138E-6,1.085449124812585E-6,1.400307982235361E-6
"CLASS-629",1.0885780876561427E-6,1.0873023343196975E-6,1.0870864308067307E-6,1.0867222768663055E-6,1.0866567359598783E-6,1.0886602505145216E-6,1.08730494285567E-6,1.0866552786406088E-6,1.861317999506049E-6,1.0871956246397722E-6,1.0863902814337703E-6,1.0879110624055648E-6,1.0861031358117143E-6,1.0869009859907187E-6,1.0873308017246877E-6,1.0877204523326811E-6,1.086756769406428E-6,1.0872238300365317E-6,0.9999583529576624,1.083895995714057E-6,1.0855062809926594E-6,1.2830773624940094E-6,1.0866998330126577E-6,1.0871934213770985E-6,1.0865107465673538E-6,1.1853445844993956E-6,1.0888290242019997E-6,1.2865141934832363E-6,1.0873028932911648E-6,1.0864107195778557E-6,1.0866909349464725E-6,1.0858396323951422E-6,1.0888258684797047E-6,1.086314740533682E-6,1.0853998527095918E-6,1.08696347228968E-6,1.0864065266916018E-6,1.2494989733339328E-6
"CLASS-629",1.0888432962927083E-6,1.0875672321464034E-6,1.0873512760331897E-6,1.0869870333744896E-6,1.08692147650043E-6,1.0889254791683004E-6,1.0875698413178895E-6,1.086920018826116E-6,1.8617714696010858E-6,1.0874604964689598E-6,1.0869209096268534E-6,1.0881761085357754E-6,1.0863677414794976E-6,1.0871657860375368E-6,1.0875957064868642E-6,1.0879854520248472E-6,1.0870215343179773E-6,1.0874887087373575E-6,0.9999580272312735,1.5657067294878032E-6,1.085770741249604E-6,1.283389956695357E-6,1.0869645840528794E-6,1.0874582926695085E-6,1.087168126944771E-6,1.185633368211543E-6,1.0890942939738573E-6,1.286827624994531E-6,1.087567791254052E-6,1.0866754001818078E-6,1.0869556838188719E-6,1.0861041738659854E-6,1.0890911374827387E-6,1.0865793977544044E-6,1.085664287037574E-6,1.0872282875599408E-6,1.0866712062740472E-6,1.0831780759603018E-6
